term;lda_vector
va;0.88426,0.20,0.89,-0.12,-1.52,-0.70,-0.07,-0.69,0.32,-0.50,-0.44,0.37,-0.14,-0.72,-0.69,8.4615e-03,-0.76,0.36,1.16,1.04,-1.18,-0.19,-0.07,-0.01,-0.72,-1.08,-1.02,-0.18,-0.94,-0.49,0.78,0.10,-0.22,0.24,0.36,-0.55,0.81,-0.26,1.60,0.40,-0.13,0.11,0.21,0.53,-0.35,-0.52,-0.24,0.28,0.18,1.85
rutgers;-1.3448,0.59,-0.48,0.04,-0.50,-0.69,-0.69,-0.13,-1.07,-0.25,-0.40,-0.35,-0.20,-0.69,-0.53,-0.64,-0.53,0.11,-0.89,0.98,-0.83,0.34,0.16,-0.19,-0.27,-0.94,0.54,-0.18,-0.61,-1.23,0.49,0.30,6.456e-03,-1.57,-0.05,-0.14,-0.44,0.65,1.35,-0.32,-0.16,-0.60,0.06,0.56,-0.11,0.38,0.84,0.29,-0.06,0.83
cornwall;0.020106,0.62,-1.25,-0.35,-0.31,0.48,-0.34,1.38,0.40,-0.95,0.02,0.36,0.88,-1.30,-1.36,0.57,0.57,0.48,-1.08,0.57,0.82,0.21,0.22,0.66,0.20,-0.49,-0.83,-0.12,-0.26,0.41,0.49,-0.03,0.83,-0.02,1.31,-0.16,0.25,-0.20,0.11,0.13,0.31,-0.33,-0.10,-0.19,-1.17,1.13,-0.87,-0.51,0.33,-0.70
koo; 1.0687,2.09,-0.54,1.24,-0.77,-0.46,0.12,0.06,-0.55,0.30,-0.97,1.14,-0.70,0.21,-0.82,0.92,0.23,-0.47,0.57,0.95,0.26,0.25,0.97,-0.82,-0.38,-0.56,-0.36,0.10,-1.57,-0.36,-0.19,0.73,-0.38,1.46,1.52,-1.52,-0.38,-0.04,-0.05,1.14,-1.46,0.77,-0.31,-0.42,0.88,-0.75,-0.40,5.7125e-03,0.13,0.09
porsche; 1.1579,-0.50,0.29,0.55,-0.57,0.33,0.35,-0.32,-0.71,-0.36,0.47,0.08,-1.72,-1.17,0.68,-0.52,-1.19,1.58,-0.35,-1.60,0.23,-0.75,-1.47,0.40,-0.04,-0.69,-0.98,0.03,-0.48,0.27,0.25,1.14,-0.11,1.37,0.28,-1.06,0.20,0.74,-0.34,-0.46,0.59,-0.59,0.30,-0.01,-0.45,0.10,-0.16,-0.26,0.49,-0.04
eli;-0.090234,-0.42,0.55,-2.0395e-03,1.21,1.04,-1.08,-1.08,-0.45,0.90,-0.17,-0.01,-1.01,-0.01,-0.28,0.37,-0.21,-0.43,0.41,1.01,0.22,0.39,-0.36,-0.68,-0.97,-0.70,-8.7053e-03,-0.24,0.04,-0.99,-0.01,-0.22,0.16,0.33,0.62,-0.19,-0.08,0.45,1.10,0.42,0.21,0.37,-0.56,-0.47,1.01,0.90,-0.54,0.69,-0.28,0.87
suisse; 1.0141,0.24,0.11,0.48,-0.43,-0.30,-0.46,-0.03,-1.02,-0.32,0.46,0.55,-1.12,-0.14,0.33,-0.04,-0.11,-0.47,-0.50,-0.20,0.77,-0.33,-0.73,-0.15,-1.08,-0.01,-9.5437e-03,0.18,-1.72,-0.10,0.74,0.34,1.62,0.24,-0.71,-1.34,-0.31,-0.24,1.22,-1.34,0.57,-0.65,0.99,-0.18,0.27,-1.51,0.05,0.62,0.80,1.10
stearns; 1.1101,-0.31,0.58,0.15,0.01,0.24,-0.76,0.06,-0.25,-0.42,-0.89,1.32,-0.74,-0.57,-0.10,0.46,0.47,-0.65,-0.45,-0.14,1.03,-0.53,-0.52,-0.96,-0.82,-0.23,-0.01,-0.09,-0.55,0.03,0.56,-0.46,1.41,0.41,0.14,-0.92,-0.64,-1.27,1.57,-0.98,-0.79,-0.36,-0.01,0.25,0.37,-0.28,-0.18,0.01,0.27,0.85
coats;-0.71924,-0.03,-0.59,-0.63,-0.02,0.59,-0.41,-0.97,-0.48,-1.58,-0.03,-0.27,0.74,0.28,-0.25,0.41,-0.21,-0.33,0.03,-1.73,-0.51,9.2381e-03,0.48,-0.71,-1.20,-0.63,-1.02,1.23,0.36,-0.79,0.69,0.53,-0.36,0.35,0.34,0.73,-0.35,0.89,0.06,-0.02,0.25,1.12,0.93,0.05,0.58,-0.41,0.38,-0.62,-0.67,0.13
outcomes;0.97264,0.09,-0.51,0.38,-0.31,0.71,0.89,4.7576e-03,0.43,0.56,0.36,-0.38,-0.16,-0.29,0.01,0.13,0.43,-0.52,0.46,-0.56,-0.40,0.11,0.89,0.31,0.36,0.62,-0.84,-0.80,-0.35,0.82,2.18,0.76,-5.4712e-03,-1.61,0.72,-0.41,0.09,0.92,-0.07,-0.32,-1.08,-0.76,0.13,0.80,0.06,-0.51,0.64,1.25,0.92,1.18
schumer;0.33638,-0.09,0.54,-0.32,-0.36,0.89,-0.26,-0.20,-0.37,-0.58,-1.92,-0.13,0.13,0.40,-0.45,-0.41,-0.09,-1.02,0.35,-0.34,0.02,-0.79,0.57,-0.44,0.10,-1.85,-0.09,0.54,-0.52,-0.41,-0.31,0.22,-0.19,-0.27,-0.45,-1.72,-0.19,0.89,-0.24,-0.02,-0.16,0.95,-0.17,0.33,0.20,0.02,-0.55,0.16,0.05,1.96
kaiser;0.6991,0.11,6.2527e-03,-0.33,-0.56,0.66,-0.93,0.15,-0.10,-0.78,0.53,0.52,0.07,-0.08,-0.37,-0.17,-0.18,0.31,-0.26,0.10,0.20,-0.48,-0.41,-0.83,-0.39,-0.68,-0.66,-0.40,-1.00,-0.18,0.31,-0.19,0.23,0.16,-0.98,-0.74,0.38,0.19,1.87,0.42,0.20,-0.62,0.14,0.10,0.55,-0.30,-0.85,0.01,-0.53,0.94
thames;0.15448,0.49,-0.53,-0.24,-1.31,-0.17,-0.83,0.16,1.11,-0.37,-0.36,0.96,-0.39,-0.17,-1.34,0.78,1.11,0.48,-1.45,0.47,1.55,0.13,0.17,0.46,0.19,-0.68,0.11,0.97,-0.73,-0.59,0.95,-0.12,1.35,0.35,0.40,-0.40,0.31,-0.69,0.03,0.05,-0.12,-0.48,-0.32,0.42,-1.36,-0.13,-0.08,-0.94,0.63,-1.21
chevron;0.36512,-0.41,0.32,1.81,0.43,-0.11,-0.29,0.19,0.51,0.54,0.76,0.19,-0.21,-0.16,-0.38,0.12,-0.08,0.48,-0.78,-1.10,0.35,0.11,0.18,-1.32,-1.24,-0.24,0.08,0.54,-0.05,-0.49,0.74,-0.42,0.13,0.63,0.02,-1.57,-0.69,-0.76,0.82,0.42,0.15,-0.33,0.35,0.01,-0.41,0.07,-0.92,0.71,-0.92,-0.16
yoga;-0.23044,-5.1984e-03,-1.46,-0.02,-0.39,-1.16,0.95,-1.06,1.01,1.16,0.42,0.14,-0.46,-0.25,-0.28,0.32,-0.52,1.12,0.48,0.24,-0.07,1.76,0.24,0.78,0.79,0.05,-0.59,-1.05,-0.72,0.05,1.91,-0.01,-0.42,0.76,0.06,0.11,-0.02,0.22,0.45,1.32,-0.18,-0.37,-1.00,1.96,0.89,-0.57,1.34,-1.10,-0.74,0.28
playboy;-0.36455,0.53,-0.33,0.15,-0.24,0.35,-1.43,-1.38,-0.24,0.22,-0.21,0.32,-0.41,0.53,1.73,0.48,-0.96,0.58,0.20,0.50,0.52,1.12,0.04,1.12,-0.56,-0.76,-1.23,0.17,0.03,0.54,-0.02,-0.38,-0.34,0.01,-0.33,0.28,-0.50,-0.08,-1.02,-1.45,0.41,0.15,0.09,0.37,-0.05,-0.35,-0.46,-0.93,0.44,0.09
mcconnell;-0.31809,-0.75,0.66,0.32,-0.06,0.58,-0.32,-1.4972e-03,0.27,-0.95,-1.27,0.01,-0.13,-0.04,-0.74,-0.05,0.06,-0.24,0.39,-0.11,-0.66,0.32,0.87,-0.71,0.26,-1.05,0.14,-0.15,-0.56,0.22,0.20,-0.41,-0.61,-0.23,-0.02,-0.84,0.12,-0.04,0.04,-0.08,-0.11,0.85,-1.06,0.08,-0.18,0.55,-0.62,0.16,-0.70,1.58
pretoria;0.069272,0.03,-1.59,0.41,-0.40,-1.27,-0.09,-0.28,-0.09,-0.54,0.02,-0.82,-0.25,-1.34,-0.19,0.93,-0.18,0.13,-0.23,0.46,0.21,1.48,-0.07,4.4169e-03,-0.51,-0.35,1.22,0.75,-1.15,3.2594e-03,0.82,0.12,-1.06,-0.51,0.86,-0.45,0.34,-0.33,-0.18,0.13,-0.49,-0.05,0.21,-0.49,0.19,0.65,-0.03,0.37,0.44,-1.16
emeritus;-1.5649,1.27,-0.93,-0.32,0.58,-0.51,-0.28,-0.31,-0.44,-0.43,0.84,0.72,-0.09,-0.13,0.07,0.03,-0.73,0.99,-0.31,1.52,0.02,0.14,-0.34,-0.10,-0.22,-1.38,0.05,-0.88,-1.66,1.22,0.52,-1.49,0.32,-1.32,-0.68,-0.52,-0.44,0.92,1.74,0.07,0.09,0.07,-0.65,0.71,-0.67,0.83,0.07,-0.06,-0.91,0.99
repatriation; 1.4357,-0.59,-0.85,-0.74,-0.07,-0.69,-0.27,0.36,1.33,-0.15,0.65,-0.13,0.43,-0.53,1.17,-0.57,0.31,-0.62,1.01,0.48,0.21,-0.08,-0.73,-0.24,-0.05,-0.02,1.16,-0.71,0.05,0.29,1.56,0.21,-1.37,0.43,-0.22,0.21,0.28,-0.85,-0.49,0.30,-1.04,-0.58,0.60,-0.45,0.07,-1.80,0.32,0.73,-0.27,-0.67
ivy;-0.90358,1.19,-0.24,-0.09,-0.16,0.30,-0.44,-0.12,-0.72,-0.21,-0.24,0.50,0.18,-3.2452e-03,-0.30,0.23,0.12,0.69,0.01,0.42,-0.47,-0.21,0.34,0.02,-0.39,-0.61,-0.01,0.04,-0.59,-1.07,0.74,0.05,0.58,-0.32,0.46,0.47,-0.35,0.08,0.68,-1.11,-0.73,-0.99,-0.33,0.56,0.94,-0.03,0.31,-0.55,-0.43,0.01
tidal; 1.3466,-0.12,0.60,0.65,-1.29,0.28,0.45,0.09,0.90,0.07,-0.44,0.27,1.18,0.35,-1.00,0.25,1.04,-0.07,-1.53,-0.35,-0.17,-0.57,0.34,-0.76,1.14,0.15,0.28,0.67,0.33,0.87,2.34,-0.45,0.85,-0.18,-0.61,0.35,-0.34,-1.65,0.45,0.15,-0.78,0.67,-0.35,0.32,-0.55,-0.15,0.32,-0.79,0.60,-0.99
submission;-0.46819,-0.67,-0.27,0.13,-0.11,0.09,1.04,0.82,0.24,0.31,0.07,0.05,-0.09,-0.01,-0.06,-0.29,-0.03,-0.84,-0.02,0.06,0.47,-0.22,0.25,-0.51,-3.8582e-03,-0.67,-0.08,-0.72,-0.50,-0.49,1.37,-0.21,-0.80,-0.18,-0.45,0.44,0.61,-0.22,-0.67,-1.10,0.59,-0.68,-0.53,0.18,-0.61,-0.53,0.60,0.06,-0.12,-0.58
wetlands;0.79487,0.05,-0.61,0.54,-0.93,-0.61,-0.79,-0.64,1.64,-0.50,-0.47,0.34,1.75,-0.72,-0.71,0.71,1.73,-0.52,0.05,0.33,-0.64,-0.46,0.31,-1.22,-0.07,0.88,0.56,0.64,0.67,-0.23,1.80,-0.64,0.33,-1.08,-0.76,0.72,-0.34,-0.16,0.60,-0.01,-0.95,-0.68,0.88,0.84,-0.93,0.58,-0.91,-0.31,0.04,-0.35
helmut;0.32544,0.04,0.04,-1.21,-0.01,0.56,-0.08,-0.42,-1.68,-0.91,7.7574e-03,-0.63,-1.27,0.28,0.51,0.29,-0.10,-0.39,0.86,-0.11,0.63,-0.16,-0.79,-0.24,-0.19,-1.15,-0.45,0.23,-1.62,0.84,-0.47,0.81,-0.79,0.08,-0.85,-0.81,-0.22,1.49,-0.03,0.05,0.44,0.66,-0.10,-1.04,0.44,-0.36,-0.35,0.19,0.21,0.07
scandinavian;0.21924,-0.01,-1.03,-0.15,-0.19,0.72,-0.94,-0.36,-0.15,-0.26,1.33,-0.30,0.45,0.75,0.01,0.64,-0.02,-0.01,-0.52,0.41,-0.04,0.38,-0.80,0.86,0.14,-0.23,-1.15,-0.31,-0.59,0.55,1.40,0.33,0.21,1.10,0.20,-0.25,-0.46,-0.43,-0.56,0.17,0.21,-0.32,1.05,0.18,-0.15,0.50,0.15,1.10,-0.52,-1.33
tai;-0.12976,0.16,-0.44,1.17,-0.24,-0.98,0.18,-0.72,-0.53,0.03,0.50,0.91,0.19,-0.75,-1.17,0.59,0.02,0.15,0.16,1.27,-0.26,-0.12,0.55,-0.17,0.33,-0.58,0.47,-0.51,-1.10,-0.87,1.41,-0.05,0.37,0.89,0.46,-0.32,0.16,3.4343e-04,0.07,1.52,-0.51,0.45,-0.96,0.63,0.91,-1.81,-0.12,-1.29,0.71,0.26
catering;0.34992,-0.09,-0.72,-0.16,0.38,-0.42,-1.05,-0.58,0.55,-0.31,0.26,-0.29,0.37,0.34,-0.32,-0.11,-0.22,1.33,0.33,-0.46,1.44,0.61,-0.93,1.18,-0.72,0.24,-0.15,-0.34,0.43,0.51,1.60,1.28,0.81,0.45,0.18,0.53,-0.54,0.50,-0.05,0.71,0.14,-0.15,0.41,0.71,0.14,-0.31,-0.87,0.09,0.22,0.79
khalifa;0.48603,1.38,-0.12,1.63,0.64,-1.11,0.76,0.36,0.54,1.22,-0.03,0.62,-0.02,1.25,-3.4574e-03,1.21,-0.24,-0.27,0.71,1.91,0.24,0.22,1.32,-0.63,-1.22,-1.03,-0.02,0.33,-0.50,0.46,0.16,0.12,-9.1829e-03,0.76,0.40,0.22,0.99,0.62,-0.49,0.74,-0.36,0.60,-0.69,0.48,0.61,0.21,-2.39,-0.76,0.05,-0.66
guyana;-0.21244,-0.34,-0.95,1.27,-0.28,-0.36,-0.34,0.71,0.51,0.36,0.66,-0.01,0.90,-0.35,0.05,-0.25,-0.05,0.17,-0.58,0.40,-0.33,0.79,6.5256e-03,0.03,-0.18,-0.54,0.89,-0.33,-0.30,0.31,0.26,0.18,-0.58,0.05,0.28,-0.05,-0.70,-0.21,0.63,0.09,-0.39,0.74,0.84,-0.40,-0.79,1.85,-0.99,0.10,0.29,-1.37
unionist;-1.5256,-0.34,-0.09,-0.75,0.66,1.24,-0.31,0.53,-1.25,-0.96,-0.10,-0.58,-0.40,0.13,-1.13,0.34,1.48,-0.26,0.55,-0.16,-0.13,-0.06,0.10,1.00,-0.23,-0.34,0.35,-0.74,-0.74,1.73,1.23,-0.47,-0.80,0.50,-0.30,-1.12,-0.14,-1.12,-0.18,0.21,0.03,0.09,-1.87,-0.09,0.09,-0.01,-1.45,0.22,-0.04,-0.22
livingston;0.22628,0.35,-0.50,0.32,-0.17,0.67,-0.47,0.63,-0.49,-0.77,-1.12,0.41,0.32,-1.00,-0.72,0.33,0.67,0.12,-0.54,0.41,-0.05,0.26,0.41,0.06,-0.25,-0.65,0.65,0.41,-0.65,-0.40,0.24,-0.19,-0.03,-0.11,0.55,-0.32,0.02,-0.17,0.84,-0.67,0.44,0.45,-0.66,-0.19,-0.80,1.35,-0.40,-0.15,-0.35,0.53
astronomy;-0.25098,1.40,-0.30,-0.18,-0.52,-0.89,-0.60,-1.38,-0.20,0.31,0.99,0.62,0.54,0.96,-0.58,0.30,-0.07,1.03,-1.29,0.55,0.38,0.57,0.18,-0.14,1.06,-0.45,-1.03,-0.53,-0.97,0.22,0.87,-0.28,-0.36,-1.89,-0.44,0.45,-0.59,0.78,0.29,1.12,0.54,0.09,-0.16,1.32,-0.53,0.10,1.34,0.88,-0.75,-0.56
emergencies;0.88865,-0.18,0.05,0.52,-0.71,-0.05,0.85,0.76,0.45,-1.13,0.09,0.46,1.04,0.46,0.52,-0.15,-0.60,0.54,0.59,-0.16,-0.02,-0.15,-0.10,-0.33,0.58,-0.56,0.11,-0.28,0.75,0.43,1.64,0.92,0.15,-1.16,-0.48,1.48,0.41,-0.36,0.70,0.89,-0.54,0.53,1.02,0.03,0.22,0.56,-0.57,1.46,0.18,0.92
marcel;0.53496,-0.43,-1.24,-0.36,0.54,-0.52,-0.25,-0.39,-1.23,0.20,1.39,0.84,-1.56,0.42,1.43,-0.91,0.09,-0.74,-0.62,-0.52,-0.48,0.21,-1.14,0.01,-0.52,0.32,0.15,-0.66,-0.90,0.03,-0.21,-4.2833e-03,-0.40,0.36,-1.11,-0.45,-0.02,0.63,0.63,0.65,1.06,0.62,0.71,-0.18,-0.42,-0.12,-0.07,-0.99,-0.80,-0.15
starbucks;0.18285,-0.53,-0.11,0.77,0.51,-0.77,-0.99,-0.45,0.57,0.84,-0.06,-0.64,-0.38,-0.43,0.69,0.45,-0.60,0.46,0.66,-0.87,0.90,-0.19,-0.28,1.10,-0.65,-0.23,-0.40,0.56,0.31,-0.71,0.85,0.45,0.08,0.87,-0.27,-1.11,-0.46,0.29,0.28,0.54,0.26,-0.10,-0.64,0.30,0.34,0.58,-0.47,-0.06,-0.46,0.42
mobil;0.048513,-0.27,0.45,1.70,-0.22,-0.28,-0.39,0.58,0.43,0.75,0.65,0.25,-0.34,-0.09,-0.08,0.06,0.09,0.77,-1.06,-1.08,1.07,-0.04,0.02,-1.13,-0.99,-0.45,-0.53,0.16,-0.09,-0.06,0.45,-0.15,0.31,0.79,0.32,-1.63,-0.71,-0.09,0.95,0.13,0.12,-0.19,0.60,-0.26,-0.71,0.57,-1.01,1.08,-0.94,0.07
directorate;-0.25349,-0.49,-0.03,0.27,0.09,-0.82,0.48,-1.32,1.09,-1.45,1.01,0.16,-0.47,0.99,-0.17,-0.35,-0.25,0.62,0.06,0.91,0.64,-0.49,0.11,-0.43,-0.87,-0.60,-0.27,-0.30,-0.95,0.90,1.31,-0.18,-0.36,-1.07,-0.59,1.31,-0.07,-0.07,0.40,1.23,-0.19,0.35,0.48,-0.31,-0.86,-0.61,0.18,1.51,0.50,-0.13
levi;-0.60708,0.02,-0.25,0.38,0.76,0.81,-1.41,-0.76,-0.09,-0.31,0.76,-0.11,-1.05,-0.59,0.43,-0.04,-0.15,-0.61,0.31,-0.35,-0.40,-2.4029e-03,-0.40,-0.09,-0.04,-0.03,-0.34,-0.35,-0.19,-0.51,0.07,-0.26,-0.18,0.65,-0.08,-0.84,-0.11,0.94,0.07,0.55,0.35,-0.13,-0.37,-0.64,1.10,-0.26,-0.18,-0.51,-0.29,0.55
honolulu;-0.2729,0.64,-0.52,0.59,-0.15,-1.23,-0.76,0.11,0.29,-0.03,-0.32,-0.48,1.10,0.23,-0.28,-0.10,-1.43,0.63,-1.38,1.06,0.49,0.68,-0.12,-0.02,-0.10,-0.90,0.19,0.22,-0.19,-0.85,0.09,0.28,0.23,-0.29,0.14,-0.82,0.26,0.02,-0.02,0.31,-0.65,-0.06,0.83,0.20,-0.70,0.59,-0.51,-0.65,0.19,0.57
addis; 1.314,0.22,-0.42,-0.21,-0.74,-0.99,0.16,-0.55,0.32,-1.01,-0.20,-0.81,-1.10,-1.04,3.0156e-03,0.77,-0.18,0.33,-0.21,0.96,0.86,1.46,0.48,0.45,0.20,-0.56,0.23,0.03,-1.42,0.61,0.38,0.93,-1.36,0.85,0.09,-0.86,-0.01,-0.09,-0.31,1.81,-0.14,0.17,0.02,-0.24,-0.24,0.21,-0.19,0.50,-0.01,-1.33
lufthansa; 1.8044,-0.60,0.29,-0.13,0.27,0.31,-0.33,0.07,0.14,-0.88,1.53,0.09,-1.16,0.89,0.40,0.20,-0.80,0.10,-1.18,-1.14,1.10,-0.17,-1.35,0.55,-0.74,-0.71,-0.29,0.39,-0.44,0.74,0.55,1.52,0.48,1.62,-0.42,-1.71,0.07,-0.49,-0.27,0.72,0.82,0.11,1.36,-0.50,-0.62,-0.62,-0.18,1.39,-0.32,0.51
lilly;0.12753,-0.44,-0.01,0.25,0.35,0.97,-0.85,-0.77,0.94,0.94,0.23,0.60,-0.62,-0.66,0.16,-0.25,-1.25,-0.71,-0.30,0.40,0.07,0.27,0.07,-1.26,-0.52,-0.91,-0.02,-0.43,-0.27,-1.38,0.11,0.28,0.84,0.39,-0.15,-0.96,-0.30,0.79,0.87,-0.31,0.45,-0.06,0.12,0.36,0.26,0.51,-0.02,8.3628e-03,-1.23,0.83
nutritional;0.047587,0.78,-0.38,-0.36,0.75,0.51,0.60,-1.07,2.22,0.70,0.15,0.08,0.57,-0.85,0.20,-0.31,-0.70,0.06,1.02,-0.40,-5.1539e-03,-0.13,1.53,0.28,-0.83,-0.15,-0.85,-0.26,0.50,1.04,1.47,0.59,-0.30,-0.30,1.11,0.34,-0.33,1.56,1.35,0.32,0.78,-0.51,0.46,1.22,0.53,0.77,0.14,1.65,0.74,0.89
clifford;-0.16297,0.24,-0.39,0.24,1.04,0.49,-0.23,-1.7606e-03,-0.42,-0.39,0.11,0.73,-1.04,-0.64,0.25,0.40,1.00,-0.55,-0.33,-0.20,0.39,0.48,0.20,-0.13,-0.23,0.03,-0.06,-0.43,-0.32,0.21,-0.16,-1.03,0.10,-0.72,0.62,-0.35,0.01,0.20,1.00,0.03,0.30,0.21,-0.23,-0.49,0.34,0.01,0.02,-0.90,6.1648e-03,0.73
weir;-0.4572,0.20,0.17,0.30,-0.55,0.50,-0.56,0.72,0.12,-0.69,-0.35,0.39,-0.66,-0.07,0.10,0.13,1.79,0.04,-0.69,-0.05,-0.32,0.31,0.30,-0.36,1.25,-0.06,0.30,0.05,-0.77,-0.54,0.62,-0.82,1.04,0.87,0.02,0.04,0.51,0.61,0.49,-0.76,0.39,-0.27,-9.8834e-03,-0.13,-0.06,-0.35,-0.05,-0.81,-0.30,0.24
astronomical;0.45831,1.12,-0.06,-0.02,0.13,-1.16,-0.21,-0.57,-0.13,-0.28,1.10,0.58,1.34,1.15,-0.27,0.22,-0.34,0.22,-1.45,-0.41,0.66,-0.57,-0.38,-0.73,0.49,-0.08,-1.57,-0.33,-0.98,0.60,1.13,-0.36,0.33,-1.23,-0.20,-0.04,0.11,0.18,0.17,0.76,0.07,-0.03,0.61,1.30,-1.18,-0.50,0.65,1.16,-0.02,-0.64
qantas; 1.0438,-0.64,0.10,0.76,-0.35,0.62,-1.03,-0.14,1.08,-1.20,0.70,1.44,-0.53,0.64,-0.32,0.82,-0.65,0.31,-1.69,-1.25,0.63,0.69,-0.83,-0.65,0.41,-0.58,0.37,0.25,-0.70,1.10,0.61,1.03,0.59,1.52,0.36,-1.47,0.43,-1.25,-0.25,-0.25,0.02,-0.03,0.54,0.40,-0.48,0.08,-0.70,0.72,0.49,0.37
humane;-0.085267,-0.48,-1.78,-0.86,0.50,-0.26,0.18,-0.38,1.18,0.33,0.22,-0.02,1.67,0.05,-0.49,-0.64,0.91,0.24,0.18,0.08,-0.58,1.08,-0.40,-0.40,-2.6493e-03,-0.82,-0.25,-0.39,0.30,0.04,0.99,-0.39,-1.29,-1.03,-0.38,-0.18,0.29,0.19,0.37,-0.30,-0.22,-0.41,1.22,0.88,0.19,-0.14,-0.55,0.38,0.40,1.27
app;0.40037,-0.79,1.37,1.26,-0.03,-0.40,-0.56,-1.39,1.37,0.82,0.08,-0.17,0.52,-0.56,0.33,0.46,-1.19,0.55,0.71,0.37,0.25,-0.15,0.33,1.12,0.91,-0.01,-0.19,-0.41,-0.38,-0.48,1.44,-0.64,-0.51,0.22,0.16,-0.04,0.69,-0.19,-0.59,-0.76,1.03,-0.14,-1.15,-0.17,0.37,0.75,0.36,0.18,1.05,0.38
coroner;0.36681,-0.30,-0.94,0.45,0.28,0.17,-0.20,1.77,1.34,-0.92,-0.02,0.26,-0.02,-0.02,0.61,0.04,-0.35,-0.75,-0.20,-0.34,0.16,0.75,0.20,0.01,-0.39,-0.85,-0.72,0.49,-1.07,-0.04,-0.12,-1.28,0.29,-1.33,1.01,0.17,1.46,-0.78,1.70,0.07,-0.67,0.70,-0.15,-0.04,-0.02,0.26,-0.74,0.22,1.16,0.30
motorway;0.91884,0.67,1.19,0.08,-1.83,0.72,0.12,-0.94,-0.23,-1.22,-0.21,-0.49,-1.18,-0.84,-0.88,0.90,-0.16,0.66,-0.34,1.02,0.49,-0.67,-1.36,1.88,0.32,-0.38,0.58,1.01,0.35,-0.62,1.42,-0.40,1.03,0.27,0.83,0.42,0.78,-0.60,-1.52,0.35,0.80,-0.17,0.75,-0.60,-1.23,-0.49,1.39,0.38,1.29,-0.76
ababa; 1.3368,0.10,-0.34,-0.21,-0.79,-0.97,0.23,-0.61,0.31,-0.84,-0.14,-0.91,-1.06,-1.11,0.10,0.78,-0.36,0.29,-0.14,0.95,0.63,1.36,0.51,0.25,0.18,-0.58,0.23,0.12,-1.32,0.62,0.53,0.96,-1.54,0.89,0.02,-0.78,0.18,-0.05,-0.49,1.68,-0.05,0.05,0.02,-0.14,-0.22,0.08,-0.26,0.66,0.09,-1.43
royce;0.3144,-0.40,0.75,0.39,-0.21,0.50,-0.72,-0.29,0.08,-0.30,-0.07,0.91,-0.88,-0.72,-0.19,0.12,-0.44,0.78,-0.31,-1.49,0.41,-0.79,-0.91,-0.33,-0.15,-0.85,-0.29,0.04,-0.56,-0.53,0.14,-0.13,0.30,1.34,1.13,-0.87,0.49,-0.10,0.02,0.14,0.08,0.61,-0.54,-0.50,-0.04,0.40,-0.24,-0.26,-0.51,0.50
dover;0.20262,0.12,-0.76,0.13,-0.43,-0.09,-0.99,0.41,0.59,-1.63,-0.55,-0.10,-0.40,-0.98,-0.77,-0.04,0.06,0.21,-1.31,-0.22,0.61,0.55,-0.21,0.79,-0.03,-0.79,0.22,0.43,-0.08,-0.35,0.21,-0.35,-0.04,0.13,1.09,-0.95,0.24,-0.17,-0.27,0.46,0.36,-0.45,0.39,0.31,-0.58,0.24,0.29,-0.22,0.12,0.12
cavaliers;-1.7732,0.51,0.99,0.41,-0.01,-0.98,-0.96,0.58,-1.26,0.76,0.12,0.22,-0.92,0.30,-0.46,-0.15,-0.22,-0.51,-1.40,-0.13,-1.41,0.30,-0.38,-1.08,-0.63,0.05,0.74,-0.19,0.41,-1.12,0.34,0.99,0.37,-0.53,1.08,-0.02,0.77,-0.12,0.66,-0.13,-0.80,-0.45,0.03,0.42,-0.48,1.26,-0.51,0.30,-0.10,-0.10
banda;0.77629,-0.42,-0.04,0.60,-1.24,-1.26,0.80,0.41,-0.20,0.36,-0.01,0.15,0.29,-0.37,-0.34,0.02,-0.37,0.25,0.72,0.55,-0.53,1.28,0.26,-0.41,0.30,-0.30,-0.10,0.01,-1.45,0.19,1.02,-0.72,-0.43,0.68,0.29,-0.12,0.08,-1.00,1.03,0.42,-1.03,1.38,0.01,-0.70,-0.93,-0.22,-0.71,-1.25,0.17,-0.82
uttar;-0.19038,-1.07,-0.17,0.34,-0.60,0.57,1.25,0.25,0.12,-1.03,-0.65,-1.41,1.08,-0.56,-0.77,0.85,0.10,1.14,0.02,1.21,0.92,-0.38,0.63,1.14,0.72,-1.38,-0.74,-0.24,-1.57,0.09,0.74,0.20,0.33,0.21,0.93,0.14,-0.07,0.04,0.15,0.64,-1.58,0.83,-0.39,0.05,-0.70,1.24,-0.32,0.01,1.20,-1.12
roe;-0.82562,-0.40,-1.24,-0.09,0.49,1.11,-0.07,-0.66,0.60,0.37,-0.26,1.07,0.36,-0.24,-0.19,0.49,0.99,-1.34,-0.57,0.11,-0.41,-0.51,0.03,-0.64,-0.09,-1.07,0.53,0.14,-0.13,-0.90,-0.31,-0.64,-0.39,0.23,-0.13,-1.79,0.56,-0.58,0.28,-0.42,-0.81,0.04,0.03,0.63,-0.17,0.65,-0.51,-0.82,0.34,0.42
lam;0.32197,-0.25,-0.08,0.86,-0.73,-0.31,0.45,-0.92,-0.67,-0.08,-0.13,0.71,-0.60,-0.25,-0.10,0.19,-0.22,0.33,0.81,1.17,-0.13,0.54,0.03,0.08,0.55,-0.29,1.10,-0.34,-1.37,-0.48,0.99,-0.39,0.71,1.21,0.04,-0.27,0.35,-0.26,0.53,0.62,-0.07,0.95,7.1113e-04,-0.29,0.49,-1.09,0.19,-1.00,0.59,0.66
